"","Accession","Description","PSM","GeneID","SED_1","SED_2","SED_3","SED_4","SED_5","SED_6","SED_7","SED_8","EX_1","EX2","EX_3","EX_4","EX_5","EX_6","EX_7","EX_8"
"2498","P63220","40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1",3,"RPS21",13.1,21.5,19.5,19.2,30.5,16.7,19.3,25.6,31.2,13.7,11,19.5,5.4,27.7,23,10.2
"2500","Q8IWW8","Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ADHFE1 PE=1 SV=1",2,"ADHFE1",20.2,41.9,19.1,51.2,76.7,323.1,39.6,423.4,30,10,15,16.7,38.8,36.1,23.7,13.4
"2501","Q9NR56","Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2",3,"MBNL1",164.7,159.1,132,120.9,140.1,94.6,125.7,118.6,209.6,156.5,118.5,181.7,57.7,154.1,255.3,182.5
"2502","P43003","Excitatory amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1",1,"SLC1A3",26.9,20.5,15.9,23.1,14.3,14.4,15.9,15.2,19.2,23.4,11.5,12.2,11.8,14,19.7,9.5
"2504","Q9BV79","Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Homo sapiens OX=9606 GN=MECR PE=1 SV=2",3,"MECR",73.2,127.4,99.6,130.6,153.2,80.4,101.9,118.3,115.5,85.5,60.8,82.4,70.4,100.2,100.8,73.7
"2506","P80303","Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3",3,"NUCB2",108.8,83.4,74.7,133.6,100.2,187.3,62.3,144.7,58,61.2,46.9,76.8,87.4,72.3,92.9,54.1
"2508","P28907","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 OS=Homo sapiens OX=9606 GN=CD38 PE=1 SV=2",2,"CD38",15.8,22.3,14.2,27.6,19.9,40,11.4,31.2,7.7,8.6,5.7,19.1,12,21.6,16,22.5
"2509","Q14533","Keratin, type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3",8,"KRT81",21.2,30.3,17.3,22,18.5,42.3,20.3,40.6,9.3,12,15.1,21.5,16.1,26.3,28.6,22.4
"2511","P62277","40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2",5,"RPS13",124.9,77.4,44.7,27.1,35.4,24.7,64.1,33.8,116.9,130.7,108.7,159.7,22.2,93.1,203.8,155.2
"2513","O43752","Syntaxin-6 OS=Homo sapiens OX=9606 GN=STX6 PE=1 SV=1",2,"STX6",17.5,18.6,16.4,35.4,23.9,103.5,10.6,37.4,10.5,14,7.8,7.2,36.1,13.8,21.5,3.7
"2514","P01706","Immunoglobulin lambda variable 2-11 OS=Homo sapiens OX=9606 GN=IGLV2-11 PE=1 SV=2",5,"IGLV2-11",65.1,172.9,124.5,567.8,208.2,215.2,194.5,226.7,155.9,96.6,61,82.7,50.1,68.1,269.8,63.6
"2516","Q96FQ6","Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1",2,"S100A16",23.7,23.2,23.8,21.1,26.7,24.7,18.2,26.5,39.3,15.3,17.6,23.2,12.8,21.7,29.3,19.5
"2518","Q9NQT8","Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2",1,"KIF13B",25.4,42.4,15.2,25.4,55.8,33.8,21.4,32.4,23.2,17.2,9.9,20.7,11.7,23.8,17.5,15.9
"2519","Q9H2D6","TRIO and F-actin-binding protein OS=Homo sapiens OX=9606 GN=TRIOBP PE=1 SV=3",3,"TRIOBP",35,47.3,41,61.3,64,74.3,34.5,71,37.4,20.1,20.3,34.5,32.7,35.1,27,24.1
"2521","Q9Y3E7","Charged multivesicular body protein 3 OS=Homo sapiens OX=9606 GN=CHMP3 PE=1 SV=3",4,"CHMP3",157.8,202.6,213.2,251.7,291.4,211.4,167.9,179.3,214.3,128.8,103.6,167,110.5,202.6,213.5,131
"2522","P62910","60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2",3,"RPL32",85.6,116.6,83.2,111,120.9,101.1,72.4,117,142.9,105.5,70.2,122,49.2,78.5,159.1,115.5
"2523","P14735","Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4",3,"IDE",12.9,15.6,15.1,22.2,22.4,44.5,10.7,30.7,17.1,8.3,8.2,8.8,15.8,13.6,11.6,6.9
"2525","Q9GZN8","UPF0687 protein C20orf27 OS=Homo sapiens OX=9606 GN=C20orf27 PE=1 SV=3",2,"C20orf27",47,68.1,54.9,78.6,73.3,109.2,35.9,68,73.7,30.1,28.4,42.5,38.7,49.1,62.3,31.3
"2527","Q6UX06","Olfactomedin-4 OS=Homo sapiens OX=9606 GN=OLFM4 PE=1 SV=1",2,"OLFM4",34.8,22.7,24,20.8,74.3,86.3,21.1,164.1,14.1,10.6,11.7,12.8,32,14.3,12.2,2.8
"2529","Q9H0W9","Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1",4,"C11orf54",31.1,47.7,49,32.4,74.6,58.8,35.7,43.3,53.6,37.5,28.2,24.6,17.4,27.5,53.7,26.1
"2530","Q9HB90","Ras-related GTP-binding protein C OS=Homo sapiens OX=9606 GN=RRAGC PE=1 SV=1",3,"RRAGC",19.5,31.1,25.6,36.6,41.2,37.2,34.9,35.9,50.9,17.8,16.5,21.3,24,33.2,41.7,26.2
"2534","O95139","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3",2,"NDUFB6",44.3,76.5,64.6,58.8,66,30.1,54.9,48.1,103.3,55.4,53.6,55.1,29.7,54.7,54,45.4
"2535","Q13547","Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1",2,"HDAC1",17,22.6,21.9,30.1,37,35.6,7.9,42.8,17.1,9.3,9.7,17.5,12.7,20.2,25.7,11.7
"2539","O95167","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFA3 PE=1 SV=1",3,"NDUFA3",43.7,57.6,54.8,52.7,44.3,31.5,45.1,52.5,44.4,48.3,21,37.5,24.8,35.5,51.7,32.9
"2540","P49356","Protein farnesyltransferase subunit beta OS=Homo sapiens OX=9606 GN=FNTB PE=1 SV=1",4,"FNTB",33.1,50.2,40.7,39.5,55.8,29.8,26.4,56.5,36.4,31.3,18.3,33.9,19.1,30,42.6,17.3
"2541","P49458","Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2",4,"SRP9",87.2,152.4,97.2,96.7,128.7,95.3,112,131.9,135.4,88.5,61.3,96.2,75,106.5,129.2,102.8
"2544","Q9BTE6","Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2",2,"AARSD1",17.8,27.4,21.6,26.2,34,29.2,22.3,45.5,33.9,17.3,10.7,23,12.6,25.2,20.2,18.2
"2545","P56556","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4",4,"NDUFA6",202.8,360,307.5,295.3,329,152.5,248.5,274.5,406.5,240.4,184.6,226.9,146.2,251.1,240.3,213.7
"2546","Q9Y276","Mitochondrial chaperone BCS1 OS=Homo sapiens OX=9606 GN=BCS1L PE=1 SV=1",2,"BCS1L",62.5,86.8,80.4,92.6,108.3,88.3,52.4,87.2,91.3,43.8,53.6,62.1,39.1,66,56.5,43.2
"2548","Q13232","Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2",3,"NME3",40.2,89.1,65,78.3,85.8,52.8,64.3,72.5,102.1,48.4,48.6,62.5,41,61.8,78.5,55.7
"2549","Q9ULH1","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ASAP1 PE=1 SV=4",3,"ASAP1",11.8,18.5,16.6,36.9,25,58.7,15.1,44.9,14.1,11.1,9.3,10.5,13.1,19.9,12.2,8.4
"2550","P30046","D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3",4,"DDT",82.1,169.9,110.4,173.9,162.6,269.9,89.9,241.6,211.5,90.4,92.7,90.4,94.1,96.9,93.1,60.4
"2551","Q8NI22","Multiple coagulation factor deficiency protein 2 OS=Homo sapiens OX=9606 GN=MCFD2 PE=1 SV=1",2,"MCFD2",21.6,16.3,19.9,19.9,19.5,20.4,16.3,18.3,15.9,12.7,14.3,20.5,10.1,18.3,24.5,14.5
"2552","Q9C005","Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1",2,"DPY30",24.1,27.4,28.5,28.4,22.6,22,25.4,27.2,29.2,17,16.4,24,17,21.3,30.2,23.5
"2553","Q15018","BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2",2,"ABRAXAS2",15.6,23,22.1,31.4,30,50,21.6,30.8,20,11.3,9.7,18.8,17.6,17.7,19.1,16.8
"2556","Q9UGI8","Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1",2,"TES",22.3,38.2,24.7,32.9,35.6,25.3,28.7,33.7,29.7,18.1,21.5,24.4,17.6,32.6,37.8,26.8
"2558","Q7Z4H8","Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2",5,"POGLUT3",26.4,51.2,31.4,58.9,53.4,71.2,38.1,52.2,39.3,30.6,24.9,30.2,29.2,31.6,28.3,26.9
"2560","P61254","60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1",6,"RPL26",123.8,175.5,123.4,162.3,172.1,177.5,110.4,176.8,134.3,132.6,112.8,139,83.8,140.6,165.9,122.1
"2561","Q8NCN5","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2",3,"PDPR",15.1,36.3,18,22.1,30.7,18.9,19.6,29.2,21.8,11.4,10.6,15.5,9.1,19.7,12.5,13.5
"2563","Q9H0U3","Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1",3,"MAGT1",20.1,42.7,29,30.4,39.2,64.9,23.9,42.2,28.7,21.1,23.6,21.8,19,23.2,25.7,21.6
"2565","Q9HD34","LYR motif-containing protein 4 OS=Homo sapiens OX=9606 GN=LYRM4 PE=1 SV=1",3,"LYRM4",35.5,81.3,57,65.7,87.4,55.1,53.5,68.7,83.7,35.9,44.8,42.7,41.8,51.2,54.4,35
"2566","P20036","HLA class II histocompatibility antigen, DP alpha 1 chain OS=Homo sapiens OX=9606 GN=HLA-DPA1 PE=1 SV=1",2,"HLA-DPA1",68.1,103.6,59.3,96.9,100.4,96,59.1,96.4,55.3,55.6,27,32,69.3,69.2,55.1,54.6
"2567","Q15833","Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2",2,"STXBP2",18.9,8.8,5.3,14.8,30.4,59.4,8.1,99.8,14.3,11.1,2.1,6.7,16.9,8.1,10.8,3.7
"2569","O95352","Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1",2,"ATG7",16.6,21.6,25.9,35.4,29.5,38.6,13.1,27.5,19.7,14,9.5,14.7,11.6,18.6,13.7,6.7
"2572","P61009","Signal peptidase complex subunit 3 OS=Homo sapiens OX=9606 GN=SPCS3 PE=1 SV=1",2,"SPCS3",49,69.8,39.4,65.6,56.8,60.9,47,64.8,40.9,36.6,14.6,47.8,38.8,38.1,63.3,35
"2574","Q9H1E5","Thioredoxin-related transmembrane protein 4 OS=Homo sapiens OX=9606 GN=TMX4 PE=1 SV=1",3,"TMX4",19.6,30.6,10.1,23.7,31.3,23.2,23.3,32,24.6,18.9,6,17.8,16.4,28.7,25.6,17.6
"2575","Q92504","Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2",2,"SLC39A7",37,38.4,23.4,30.9,44.4,27.2,25.4,38,19.2,22.1,13.6,28.8,23.6,34.3,34.6,25.2
"2576","O75569","Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1",2,"PRKRA",54.1,69.9,58.6,81,89.9,60.4,64.6,65.8,69.9,47.7,35.6,58.9,44.7,61.4,70.9,62.3
"2577","P53602","Diphosphomevalonate decarboxylase OS=Homo sapiens OX=9606 GN=MVD PE=1 SV=1",4,"MVD",21,24.6,27.7,40.8,53.6,54.2,25,43.5,28.7,20.9,17.2,20.4,22.7,38.9,20.7,19.3
"2578","P24593","Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1",3,"IGFBP5",24.2,31,21.4,36.9,34,25.6,19.3,30.1,31.7,13.6,16.8,26.3,13.7,24.7,25.5,17.5
"2581","Q9NPA0","ER membrane protein complex subunit 7 OS=Homo sapiens OX=9606 GN=EMC7 PE=1 SV=1",3,"EMC7",23.5,40.2,20.7,31.4,35.6,35.1,20.7,26.9,29.7,20.4,13.6,17.4,13.5,21.7,19.4,19
"2583","P15088","Mast cell carboxypeptidase A OS=Homo sapiens OX=9606 GN=CPA3 PE=1 SV=2",3,"CPA3",20.9,48.6,6.2,15.5,21.6,28.5,21.4,26.2,11.9,10,23.7,27.9,17.6,18.6,25.7,19.9
"2584","Q9H2W6","39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1",2,"MRPL46",27.3,51.9,25.7,49.1,60.1,39.4,34.3,51,48.4,29.6,33.5,24.6,29,30.6,31.6,25.6
"2588","O00423","Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens OX=9606 GN=EML1 PE=1 SV=3",4,"EML1",21.9,45.5,33.7,43.1,44.4,39.3,31.5,42.7,40.5,25.7,19.9,35.2,19.9,35.4,31.1,26.7
"2589","P01721","Immunoglobulin lambda variable 6-57 OS=Homo sapiens OX=9606 GN=IGLV6-57 PE=1 SV=2",4,"IGLV6-57",23,105.6,48.9,115.2,97.7,98.2,34.4,67.7,32.9,45.4,40.2,48.8,29,58.4,38.1,36.7
"2590","Q9UHA4","Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1",1,"LAMTOR3",14.7,15.6,19.1,21.5,23.7,22.2,24.4,18.9,19,15.5,12.5,15.6,9,17.5,21.1,12.5
"2593","Q16585","Beta-sarcoglycan OS=Homo sapiens OX=9606 GN=SGCB PE=1 SV=1",2,"SGCB",25.7,25.2,15.2,22.2,23.3,12.3,17.8,10.8,19.9,16,12.6,25.7,14.9,14,21.3,15.8
"2596","P46782","40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4",5,"RPS5",26.2,38.2,30.2,30.3,34.8,41.2,20.1,30.6,32.5,25,19.3,28.8,18,29.1,32.3,25.8
"2597","Q9NRW7","Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1",2,"VPS45",15.2,27,20.7,26.6,40.2,27.7,25.5,27.8,31.8,16,14.2,22.3,16.3,18.6,37,19.7
"2602","P21283","V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4",3,"ATP6V1C1",43,60,55.1,67.2,99.2,77.7,35.3,75.8,32.9,32.4,15.1,31.5,40.4,43.2,62.6,39.1
"2606","P18077","60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2",5,"RPL35A",66.2,96.8,73.8,78.6,116.8,51.5,70.3,69.9,127.7,78.6,41,83.9,38.9,62.9,110.9,88.7
"2608","P80511","Protein S100-A12 OS=Homo sapiens OX=9606 GN=S100A12 PE=1 SV=2",5,"S100A12",74.2,54.8,59.1,42,180.6,252.9,36.5,615.1,80.4,93.1,37.3,88.9,70.9,45.1,39.8,17.2
"2614","Q6NZ67","Mitotic-spindle organizing protein 2B OS=Homo sapiens OX=9606 GN=MZT2B PE=1 SV=1",2,"MZT2B",73.3,74.8,76.7,59.8,57.5,53.6,52.4,48.9,65.8,48.3,33.5,50.2,41.5,48.4,52.6,38
"2615","Q8WW59","SPRY domain-containing protein 4 OS=Homo sapiens OX=9606 GN=SPRYD4 PE=1 SV=2",3,"SPRYD4",8.9,26.8,15.8,32.7,22.5,27.1,12.2,26.6,21.5,11.4,8.9,12.4,7.9,23,13.7,16.6
"2616","Q9NV96","Cell cycle control protein 50A OS=Homo sapiens OX=9606 GN=TMEM30A PE=1 SV=1",2,"TMEM30A",17.8,22.8,19.9,20,25.7,27,19.3,28.4,23.6,19.6,11.6,22.8,12.8,18.3,21.1,16.6
"2617","Q14696","LRP chaperone MESD OS=Homo sapiens OX=9606 GN=MESD PE=1 SV=2",3,"MESD",18.6,23.1,21.5,19.1,26,22,21.2,27.2,14.6,16.1,16.8,21.8,15.2,16.9,24.4,18.1
"2618","Q9Y3A3","MOB-like protein phocein OS=Homo sapiens OX=9606 GN=MOB4 PE=1 SV=1",5,"MOB4",32.9,49.3,37.5,67.9,69.6,74.2,29.7,83.7,39.3,23.4,27.8,37.3,28.5,33.4,42.7,26.7
"2619","O00217","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",2,"NDUFS8",33.7,54.1,41.5,42,42.3,31.4,39.3,28.5,63.6,54.9,41,40.9,22,34.2,53.5,41.8
"2624","Q9BVG4","Protein PBDC1 OS=Homo sapiens OX=9606 GN=PBDC1 PE=1 SV=1",2,"PBDC1",34.9,50.1,40.8,76,86.7,126.6,44.8,85.2,46.6,30,20.1,37.7,41.6,39.7,37.4,24.6
"2627","Q15020","Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1",2,"SART3",38.7,58.9,44.2,64.6,81.1,77.1,43.9,75.5,52.5,36.5,28.1,40.1,38.1,46.5,48.6,43.4
"2629","P16333","Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1",3,"NCK1",20.2,29.7,21.1,29.1,35.1,32.5,20.7,36.1,36.3,12.9,14.7,13.8,15.8,20.3,27.3,12.5
"2630","Q9UBV8","Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1",3,"PEF1",24.3,34.7,34.2,43.1,52.9,52.7,28.5,44.8,29.3,16.4,19.3,27.3,22.5,30.8,24.6,20.6
"2632","P61952","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Homo sapiens OX=9606 GN=GNG11 PE=1 SV=1",5,"GNG11",165,369.2,217.6,175.3,258.5,200.8,224,384.7,258.3,150.8,144.7,186.7,110.8,233.1,230.6,198.5
"2633","O94885","SAM and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SASH1 PE=1 SV=3",2,"SASH1",14.2,20.6,12.8,20.8,23.1,15,18,28.4,13.7,12.8,7.1,15.6,8.7,18.4,15,13.6
"2636","P03950","Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1",2,"ANG",39.8,59.1,32.1,29.7,56.3,42.3,21.5,48.5,35.8,15.5,25.4,36.9,21.2,40.4,54,26.4
"2638","Q9BWS9","Chitinase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHID1 PE=1 SV=1",3,"CHID1",42.9,102.6,68,126.7,156.1,122,62.6,171.5,74.5,45.1,35.3,53.3,54.8,65.5,52.1,36.4
"2642","O43447","Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1",6,"PPIH",42.2,52.5,56.3,69.7,68.7,82.1,45,61.8,48.5,34.2,22.6,34.1,41.2,51.4,49,43.6
"2645","Q9HD20","Endoplasmic reticulum transmembrane helix translocase OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2",2,"ATP13A1",21.1,21.4,20.1,25.9,28,22.8,19.2,19.8,21.5,17.1,14.9,22,19,23.3,24.4,19.4
"2651","Q7RTV0","PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1",3,"PHF5A",43.7,71.2,53.9,53.4,60.7,58.6,49.5,65.2,58.2,51.2,33.2,53,35,63.4,66.2,53.5
"2654","P45381","Aspartoacylase OS=Homo sapiens OX=9606 GN=ASPA PE=1 SV=1",2,"ASPA",19.7,22.1,22,35.6,25,56.1,17.3,38.7,22.2,13.3,15.2,16.1,15.9,19.2,13,13.5
"2657","P17213","Bactericidal permeability-increasing protein OS=Homo sapiens OX=9606 GN=BPI PE=1 SV=4",1,"BPI",12.7,15.5,9.2,17,26,13,5.9,109,7.1,12.1,4.4,7.5,12.7,6.6,7.3,4.7
"2658","A0A075B6S5","Immunoglobulin kappa variable 1-27 OS=Homo sapiens OX=9606 GN=IGKV1-27 PE=3 SV=1",1,"IGKV1-27",14.2,19.5,24.3,60.5,29.5,33.7,11.2,28.7,15.3,18,14.3,14.6,19.1,13.4,19.5,15.8
"2659","O60869","Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1",2,"EDF1",19.2,30.2,21.4,25.2,32.7,23.7,21.6,11.2,54.6,11.5,19,25.7,14,24,33.7,24
"2661","A0A0C4DH34","Immunoglobulin heavy variable 4-28 OS=Homo sapiens OX=9606 GN=IGHV4-28 PE=3 SV=1",2,"IGHV4-28",23.2,43.3,23.4,68.3,56.6,49.7,25,33.2,15.4,28.6,13.9,15.1,44.4,17.1,43.5,11.5
"2663","Q9NWU1","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens OX=9606 GN=OXSM PE=1 SV=1",2,"OXSM",40,77.5,60.2,66.9,72.3,52.5,39.8,74.8,81.8,46.2,43.5,63.9,25.5,62.9,54.1,45.6
"2664","Q02161","Blood group Rh(D) polypeptide OS=Homo sapiens OX=9606 GN=RHD PE=1 SV=3",4,"RHD",255.7,211.1,166.3,472.7,292,1120.7,144.4,533.4,275.3,178.6,128.6,148.6,217.2,142.5,211.3,80.1
"2665","Q8N474","Secreted frizzled-related protein 1 OS=Homo sapiens OX=9606 GN=SFRP1 PE=1 SV=1",2,"SFRP1",22.1,21.9,27.9,34.3,37.4,38.7,24.3,30,15.5,32.5,10.7,189.6,27.1,26.2,71.5,67.2
"2666","P47914","60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2",3,"RPL29",117,116.2,86.9,68.6,93.4,80.6,88.3,100.1,226.3,149,82.1,175.6,43.9,117.4,225.4,150.6
"2667","P61960","Ubiquitin-fold modifier 1 OS=Homo sapiens OX=9606 GN=UFM1 PE=1 SV=1",2,"UFM1",67.4,97.1,102.4,109.9,124.7,134.4,73.8,105.5,86.7,63,40.7,58.8,55.9,69.5,66.9,57
"2669","O95197","Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2",3,"RTN3",31.9,33.5,22.6,18.5,22.9,17,24.5,26.1,19,28,10.2,33.1,14.8,20.1,49.9,45.9
"2671","O14579","Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3",3,"COPE",14.1,21.4,21.8,32.7,30.1,44.3,15.2,32.4,21.3,12.5,16.6,13.1,12.7,16.3,16,9.4
"2673","O00170","AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3",2,"AIP",19.2,20.4,20.9,28.3,29.6,18.6,15.5,33.4,17.2,12,14.7,14.6,15.6,13.8,19,9.7
"2674","Q9GZS3","SKI8 subunit of superkiller complex protein OS=Homo sapiens OX=9606 GN=SKIC8 PE=1 SV=1",3,"SKIC8",14.6,24.1,26.3,39.8,44.8,63.7,16.2,92.4,12.6,9.3,5.9,9.6,18.9,21.3,9.6,10.9
"2677","A0A075B6H7","Probable non-functional immunoglobulin kappa variable 3-7 OS=Homo sapiens OX=9606 GN=IGKV3-7 PE=1 SV=1",4,"IGKV3-7",98.7,131.9,124.4,341.3,166.2,193.4,97.8,83,96.7,121,89.5,124.2,120.7,82.6,110.5,67.4
"2678","O94901","SUN domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUN1 PE=1 SV=4",1,"SUN1",22.7,38.5,27.3,41.7,50.6,71.1,25,55.1,21,25.3,18.9,24,19.9,26.3,28.5,21
"2682","P84090","Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1",2,"ERH",30.4,39.7,23.8,22.7,35.7,25.3,26.1,28.9,31.1,21,15,22.2,18.1,25.6,49.8,24.1
"2685","O75608","Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1",3,"LYPLA1",29.8,41.9,34.3,50.1,50.8,55,27.6,53.8,50.8,26.8,21.9,30.8,20.3,26.5,28.1,24.4
"2689","Q9Y3B7","39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1",1,"MRPL11",13.8,21.5,18.9,32.3,34.7,32.8,22.8,30.1,25.8,14.3,19.4,13.9,10.1,19.2,16.6,12
"2692","Q969Q0","60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3",3,"RPL36AL",115.9,173.2,104.8,132.1,175.3,101.3,156.8,135.8,217.2,113.9,106.2,153,72.9,143.8,212.3,167.3
"2695","Q9BU61","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens OX=9606 GN=NDUFAF3 PE=1 SV=1",1,"NDUFAF3",15.6,23.5,19.3,21.1,23,39.7,11.1,32,22.3,12.8,15.2,15.7,9.1,29.9,16.8,10.9
"2696","Q4VC31","Protein MIX23 OS=Homo sapiens OX=9606 GN=MIX23 PE=1 SV=1",1,"MIX23",21.8,27.6,28.5,26.7,31.2,22.1,16.9,30.7,41.4,16.4,20.1,17.5,15.3,18.9,21.7,16.6
"2697","O75663","TIP41-like protein OS=Homo sapiens OX=9606 GN=TIPRL PE=1 SV=2",2,"TIPRL",23.1,37.1,37.8,57.1,53.2,51.2,26.9,48,37.9,44.1,18.2,36.4,24.5,33.4,32.3,20.5
"2700","Q9Y3B8","Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3",2,"REXO2",17.2,22.6,18.1,31.6,28.8,66,10.6,40.3,14.7,10.3,9.9,18.4,16.6,12,17.2,9.7
"2704","Q9BZL4","Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens OX=9606 GN=PPP1R12C PE=1 SV=1",3,"PPP1R12C",40.4,47.9,40.9,64.3,61.4,57.9,45.6,43,38.7,31.6,26.9,43.5,25,46.3,51.9,29.3
"2709","Q8IUW5","RELT-like protein 1 OS=Homo sapiens OX=9606 GN=RELL1 PE=1 SV=1",4,"RELL1",136.1,202.2,127.9,152,190.7,211.6,147.1,150.4,167.9,107.5,95.6,148.1,114.2,153.7,188.1,163.3
"2711","Q8N0X4","Citramalyl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=CLYBL PE=1 SV=2",2,"CLYBL",51.6,123.7,145,80.2,74.6,49.9,76.3,64.2,129.5,54.8,68.1,72.9,38.3,86.6,89.1,74
